date,Tlog (degC),OT
2020/6/26 16:50,41.2,398.7
2020/6/26 17:00,41.15,398.7
2020/6/26 17:10,41.1,398.8
2020/6/26 17:20,41.1,398.8
2020/6/26 17:30,41.13,399.1
2020/6/26 17:40,41.12,399.2
2020/6/26 17:50,41.02,399.2
2020/6/26 18:00,40.85,399.6
2020/6/26 18:10,40.67,400.1
2020/6/26 18:20,40.54,399.8
2020/6/26 18:30,40.5,400.2
2020/6/26 18:40,40.5,399.9
2020/6/26 18:50,40.49,399.8
2020/6/26 19:00,40.39,399.5
2020/6/26 19:10,40.14,399.5
2020/6/26 19:20,39.67,398.3
2020/6/26 19:30,39.07,397.9
2020/6/26 19:40,38.39,398.6
2020/6/26 19:50,37.66,398.9
2020/6/26 20:00,36.96,399.2
2020/6/26 20:10,36.3,401.8
2020/6/26 20:20,35.72,405.4
2020/6/26 20:30,35.24,404
2020/6/26 20:40,34.82,405.4
2020/6/26 20:50,34.45,411.4
2020/6/26 21:00,34.1,416.3
2020/6/26 21:10,33.77,416.6
2020/6/26 21:20,33.45,423.1
2020/6/26 21:30,33.11,429.3
2020/6/26 21:40,32.73,426
2020/6/26 21:50,32.38,420.1
2020/6/26 22:00,32.05,422.7
2020/6/26 22:10,31.75,430.9
2020/6/26 22:20,31.44,435.6
2020/6/26 22:30,31.13,439.8
2020/6/26 22:40,30.84,427.1
2020/6/26 22:50,30.54,434.5
2020/6/26 23:00,30.24,440
2020/6/26 23:10,29.95,440.5
2020/6/26 23:20,29.67,442
2020/6/26 23:30,29.41,445.6
2020/6/26 23:40,29.17,451.4
2020/6/26 23:50,28.95,453.6
2020/6/27 0:00,28.74,452.6
2020/6/27 0:10,28.53,446.1
2020/6/27 0:20,28.34,444.5
2020/6/27 0:30,28.17,452.5
2020/6/27 0:40,28.01,452.4
2020/6/27 0:50,27.81,463.2
2020/6/27 1:00,27.6,454.7
2020/6/27 1:10,27.41,463.4
2020/6/27 1:20,27.22,450.8
2020/6/27 1:30,27.04,453.8
2020/6/27 1:40,26.87,453.6
2020/6/27 1:50,26.68,453.3
2020/6/27 2:00,26.5,456.5
2020/6/27 2:10,26.33,470.2
2020/6/27 2:20,26.16,479.4
2020/6/27 2:30,25.99,482.9
2020/6/27 2:40,25.85,480.6
2020/6/27 2:50,25.71,468.5
2020/6/27 3:00,25.58,458.7
2020/6/27 3:10,25.46,472.5
2020/6/27 3:20,25.35,472.6
2020/6/27 3:30,25.25,472.3
2020/6/27 3:40,25.15,472.6
2020/6/27 3:50,25.05,471.6
2020/6/27 4:00,24.96,484.2
2020/6/27 4:10,24.86,498.7
2020/6/27 4:20,24.77,497.3
2020/6/27 4:30,24.67,502.5
2020/6/27 4:40,24.62,495.6
2020/6/27 4:50,24.66,484.9
2020/6/27 5:00,24.82,500.4
2020/6/27 5:10,25.09,502
2020/6/27 5:20,25.4,501.9
2020/6/27 5:30,25.73,495.4
2020/6/27 5:40,26.07,488.9
2020/6/27 5:50,26.42,493.3
2020/6/27 6:00,26.78,497
2020/6/27 6:10,27.17,505.9
2020/6/27 6:20,27.6,500
2020/6/27 6:30,28.06,499.2
2020/6/27 6:40,28.53,500.4
2020/6/27 6:50,29.01,493.5
2020/6/27 7:00,29.49,487.5
2020/6/27 7:10,29.98,486.2
2020/6/27 7:20,30.53,483.7
2020/6/27 7:30,31.12,476.3
2020/6/27 7:40,31.7,464.9
2020/6/27 7:50,32.11,462.2
2020/6/27 8:00,32.34,461.2
2020/6/27 8:10,32.49,456.5
2020/6/27 8:20,32.69,450.4
2020/6/27 8:30,33.09,441.1
2020/6/27 8:40,33.73,434.4
2020/6/27 8:50,34.49,429.3
2020/6/27 9:00,35.27,427.6
2020/6/27 9:10,35.98,423.2
2020/6/27 9:20,36.57,422.3
2020/6/27 9:30,37.06,418.3
2020/6/27 9:40,37.55,407.6
2020/6/27 9:50,38.01,408
2020/6/27 10:00,38.4,407.7
2020/6/27 10:10,38.68,407.6
2020/6/27 10:20,38.96,407.5
2020/6/27 10:30,39.19,406.5
2020/6/27 10:40,39.26,405.7
2020/6/27 10:50,39.27,405.5
2020/6/27 11:00,39.25,405.7
2020/6/27 11:10,39.19,405.5
2020/6/27 11:20,39.24,406
2020/6/27 11:30,39.4,406.1
2020/6/27 11:40,39.65,406.2
2020/6/27 11:50,39.9,405.3
2020/6/27 12:00,40.09,404.9
2020/6/27 12:10,40.22,405.1
2020/6/27 12:20,40.26,404.6
2020/6/27 12:30,40.2,404.6
2020/6/27 12:40,40.12,404.5
2020/6/27 12:50,40.17,404.7
2020/6/27 13:00,40.34,404.8
2020/6/27 13:10,40.5,404.9
2020/6/27 13:20,40.54,405.6
2020/6/27 13:30,40.6,405.7
2020/6/27 13:40,40.67,405.6
2020/6/27 13:50,40.81,405.5
2020/6/27 14:00,40.87,404.7
2020/6/27 14:10,40.8,404.4
2020/6/27 14:20,40.71,404.4
2020/6/27 14:30,40.56,403.8
2020/6/27 14:40,40.47,403.6
2020/6/27 14:50,40.42,403.3
2020/6/27 15:00,40.37,403.6
2020/6/27 15:10,40.15,404.9
2020/6/27 15:20,39.62,405.8
2020/6/27 15:30,38.93,406.4
2020/6/27 15:40,38.15,406.9
2020/6/27 15:50,37.14,407.4
2020/6/27 16:00,36.12,406.8
2020/6/27 16:10,35.24,407.4
2020/6/27 16:20,34.44,408.8
2020/6/27 16:30,33.7,409.1
2020/6/27 16:40,33.05,409
2020/6/27 16:50,32.57,409.3
2020/6/27 17:00,32.25,409.1
2020/6/27 17:10,32.07,408.2
2020/6/27 17:20,32.04,407
2020/6/27 17:30,32.15,405.8
2020/6/27 17:40,32.43,404.6
2020/6/27 17:50,32.82,404.7
2020/6/27 18:00,33.24,404.6
2020/6/27 18:10,33.59,405.1
2020/6/27 18:20,33.77,405.6
2020/6/27 18:30,33.8,404.4
2020/6/27 18:40,33.75,404.3
2020/6/27 18:50,33.77,405.2
2020/6/27 19:00,33.93,407
2020/6/27 19:10,34.07,406.6
2020/6/27 19:20,34.07,408.1
2020/6/27 19:30,33.94,413.6
2020/6/27 19:40,33.75,414.8
2020/6/27 19:50,33.51,415.7
2020/6/27 20:00,33.28,415.8
2020/6/27 20:10,33.06,418.3
2020/6/27 20:20,32.85,417.3
2020/6/27 20:30,32.65,422.9
2020/6/27 20:40,32.44,421.7
2020/6/27 20:50,32.17,419.9
2020/6/27 21:00,31.85,422
2020/6/27 21:10,31.49,424.1
2020/6/27 21:20,31.13,424.6
2020/6/27 21:30,30.78,423
2020/6/27 21:40,30.47,422.8
2020/6/27 21:50,30.19,425.1
2020/6/27 22:00,29.92,425.4
2020/6/27 22:10,29.66,424.4
2020/6/27 22:20,29.42,428
2020/6/27 22:30,29.21,429.3
2020/6/27 22:40,29,430.9
2020/6/27 22:50,28.78,431.5
2020/6/27 23:00,28.58,430.7
2020/6/27 23:10,28.42,429.3
2020/6/27 23:20,28.27,427.6
2020/6/27 23:30,28.16,435.6
2020/6/27 23:40,28.11,448.8
2020/6/27 23:50,28.1,458.5
2020/6/28 0:00,28.09,464.5
2020/6/28 0:10,28.07,462.8
2020/6/28 0:20,28.02,455.9
2020/6/28 0:30,27.97,453.6
2020/6/28 0:40,27.94,453.4
2020/6/28 0:50,27.91,459.9
2020/6/28 1:00,27.89,462
2020/6/28 1:10,27.86,458.3
2020/6/28 1:20,27.82,458.9
2020/6/28 1:30,27.78,459.5
2020/6/28 1:40,27.74,451.3
2020/6/28 1:50,27.7,438.9
2020/6/28 2:00,27.66,438.2
2020/6/28 2:10,27.61,434.6
2020/6/28 2:20,27.54,449.2
2020/6/28 2:30,27.47,451.3
2020/6/28 2:40,27.4,458.4
2020/6/28 2:50,27.34,488.2
2020/6/28 3:00,27.27,479.9
2020/6/28 3:10,27.18,485.9
2020/6/28 3:20,27.09,484.5
2020/6/28 3:30,26.99,474.8
2020/6/28 3:40,26.9,468.6
2020/6/28 3:50,26.83,469.6
2020/6/28 4:00,26.79,470.3
2020/6/28 4:10,26.77,479.6
2020/6/28 4:20,26.73,476.3
2020/6/28 4:30,26.66,478.1
2020/6/28 4:40,26.63,477.8
2020/6/28 4:50,26.62,470.4
2020/6/28 5:00,26.62,468.9
2020/6/28 5:10,26.64,471.5
2020/6/28 5:20,26.67,471.1
2020/6/28 5:30,26.78,471.7
2020/6/28 5:40,27.05,480.1
2020/6/28 5:50,27.43,475.9
2020/6/28 6:00,27.89,475.4
2020/6/28 6:10,28.44,468.8
2020/6/28 6:20,29.04,472.6
2020/6/28 6:30,29.54,477.3
2020/6/28 6:40,29.8,476.3
2020/6/28 6:50,29.92,473.3
2020/6/28 7:00,30,470.7
2020/6/28 7:10,30.1,468.2
2020/6/28 7:20,30.21,462.2
2020/6/28 7:30,30.43,458.2
2020/6/28 7:40,30.72,456.4
2020/6/28 7:50,30.98,452.6
2020/6/28 8:00,31.17,453.4
2020/6/28 8:10,31.28,450.8
2020/6/28 8:20,31.28,449.7
2020/6/28 8:30,31.22,448.2
2020/6/28 8:40,31.19,446.8
2020/6/28 8:50,31.25,445.2
2020/6/28 9:00,31.37,441.1
2020/6/28 9:10,31.58,437.4
2020/6/28 9:20,31.81,430.5
2020/6/28 9:30,31.94,424.6
2020/6/28 9:40,31.94,418.3
2020/6/28 9:50,31.87,415.3
2020/6/28 10:00,31.78,413.5
2020/6/28 10:10,31.68,413.5
2020/6/28 10:20,31.55,414
2020/6/28 10:30,31.35,415.6
2020/6/28 10:40,31.18,417.4
2020/6/28 10:50,31.11,417.1
2020/6/28 11:00,31.17,416.1
2020/6/28 11:10,31.34,415.8
2020/6/28 11:20,31.53,415.3
2020/6/28 11:30,31.69,415.5
2020/6/28 11:40,31.79,415.7
2020/6/28 11:50,31.88,415.2
2020/6/28 12:00,32.01,414.6
2020/6/28 12:10,32.24,413.8
2020/6/28 12:20,32.6,412.9
2020/6/28 12:30,33.02,411.6
2020/6/28 12:40,33.39,411.5
2020/6/28 12:50,33.63,412
2020/6/28 13:00,33.67,412.3
2020/6/28 13:10,33.6,412.4
2020/6/28 13:20,33.51,412.9
2020/6/28 13:30,33.47,412.8
2020/6/28 13:40,33.49,412.8
2020/6/28 13:50,33.52,412.6
2020/6/28 14:00,33.55,412.5
2020/6/28 14:10,33.62,412.3
2020/6/28 14:20,33.7,412.5
2020/6/28 14:30,33.69,413
2020/6/28 14:40,33.62,412.4
2020/6/28 14:50,33.59,412.7
2020/6/28 15:00,33.54,412.3
2020/6/28 15:10,33.51,410.6
2020/6/28 15:20,33.55,406.9
2020/6/28 15:30,33.6,405.4
2020/6/28 15:40,33.61,406.1
2020/6/28 15:50,33.54,406.2
2020/6/28 16:00,33.42,404.7
2020/6/28 16:10,33.4,402.9
2020/6/28 16:20,33.46,402.5
2020/6/28 16:30,33.55,402
2020/6/28 16:40,33.66,402.1
2020/6/28 16:50,33.73,401.8
2020/6/28 17:00,33.76,401.6
2020/6/28 17:10,33.76,402
2020/6/28 17:20,33.75,402.5
2020/6/28 17:30,33.69,402.4
2020/6/28 17:40,33.6,402.5
2020/6/28 17:50,33.49,403.6
2020/6/28 18:00,33.34,404.6
2020/6/28 18:10,33.14,405
2020/6/28 18:20,32.91,405.1
2020/6/28 18:30,32.72,405
2020/6/28 18:40,32.56,404.9
2020/6/28 18:50,32.39,405.2
2020/6/28 19:00,32.23,406.1
2020/6/28 19:10,32.09,406.8
2020/6/28 19:20,31.94,408.4
2020/6/28 19:30,31.78,409
2020/6/28 19:40,31.59,410.5
2020/6/28 19:50,31.4,412
2020/6/28 20:00,31.19,412.7
2020/6/28 20:10,30.96,413.1
2020/6/28 20:20,30.75,413.7
2020/6/28 20:30,30.54,414
2020/6/28 20:40,30.33,413.7
2020/6/28 20:50,30.11,414
2020/6/28 21:00,29.88,413.8
2020/6/28 21:10,29.64,415.4
2020/6/28 21:20,29.44,417
2020/6/28 21:30,29.24,414.7
2020/6/28 21:40,29.04,414.1
2020/6/28 21:50,28.86,413.7
2020/6/28 22:00,28.69,414.9
2020/6/28 22:10,28.53,416.5
2020/6/28 22:20,28.39,417.7
2020/6/28 22:30,28.25,418.2
2020/6/28 22:40,28.11,420.1
2020/6/28 22:50,27.99,421.1
2020/6/28 23:00,27.88,421.3
2020/6/28 23:10,27.76,416.8
2020/6/28 23:20,27.62,416.3
2020/6/28 23:30,27.51,416.7
2020/6/28 23:40,27.41,417.1
2020/6/28 23:50,27.31,421.1
2020/6/29 0:00,27.17,421.9
2020/6/29 0:10,27,430.5
2020/6/29 0:20,26.82,427
2020/6/29 0:30,26.64,425.6
2020/6/29 0:40,26.47,424.7
2020/6/29 0:50,26.31,424.2
2020/6/29 1:00,26.17,425.2
2020/6/29 1:10,26.04,428.8
2020/6/29 1:20,25.94,431.2
2020/6/29 1:30,25.82,436.1
2020/6/29 1:40,25.69,437
2020/6/29 1:50,25.58,439
2020/6/29 2:00,25.48,441
2020/6/29 2:10,25.38,441.4
2020/6/29 2:20,25.27,441.9
2020/6/29 2:30,25.17,443.8
2020/6/29 2:40,25.07,444.4
2020/6/29 2:50,24.98,440.2
2020/6/29 3:00,24.9,438.5
2020/6/29 3:10,24.8,435.8
2020/6/29 3:20,24.69,435.9
2020/6/29 3:30,24.56,434.9
2020/6/29 3:40,24.41,436.2
2020/6/29 3:50,24.25,435.7
2020/6/29 4:00,24.1,440.9
2020/6/29 4:10,23.97,438.9
2020/6/29 4:20,23.85,444.2
2020/6/29 4:30,23.74,439
2020/6/29 4:40,23.63,431.5
2020/6/29 4:50,23.54,428
2020/6/29 5:00,23.48,428.5
2020/6/29 5:10,23.43,430.7
2020/6/29 5:20,23.39,430.9
2020/6/29 5:30,23.39,430.5
2020/6/29 5:40,23.52,430.3
2020/6/29 5:50,23.82,434
2020/6/29 6:00,24.18,452.3
2020/6/29 6:10,24.49,447.2
2020/6/29 6:20,24.75,447.3
2020/6/29 6:30,24.97,443.5
2020/6/29 6:40,25.23,445.7
2020/6/29 6:50,25.55,440.5
2020/6/29 7:00,25.84,442.2
2020/6/29 7:10,25.97,432
2020/6/29 7:20,26.02,431.3
2020/6/29 7:30,26.11,429.6
2020/6/29 7:40,26.25,429
2020/6/29 7:50,26.4,417.3
2020/6/29 8:00,26.67,416.4
2020/6/29 8:10,27.11,420.8
2020/6/29 8:20,27.43,419.9
2020/6/29 8:30,27.65,420
2020/6/29 8:40,27.92,419.9
2020/6/29 8:50,28.28,415.9
2020/6/29 9:00,28.65,413.8
2020/6/29 9:10,28.95,408.2
2020/6/29 9:20,29.22,407.9
2020/6/29 9:30,29.51,406.9
2020/6/29 9:40,29.82,405.7
2020/6/29 9:50,30.18,405
2020/6/29 10:00,30.54,405.5
2020/6/29 10:10,30.76,405.4
2020/6/29 10:20,30.95,405.3
2020/6/29 10:30,31.09,405.9
2020/6/29 10:40,31.33,405.5
2020/6/29 10:50,31.71,405.2
2020/6/29 11:00,31.98,405.3
2020/6/29 11:10,31.93,406.1
2020/6/29 11:20,31.57,405.3
2020/6/29 11:30,31.15,404.3
2020/6/29 11:40,30.92,405.1
2020/6/29 11:50,30.93,406.5
2020/6/29 12:00,31.17,407.8
2020/6/29 12:10,31.43,407.5
2020/6/29 12:20,31.58,407.2
2020/6/29 12:30,31.72,406.7
2020/6/29 12:40,31.88,406.4
2020/6/29 12:50,32.15,406.3
2020/6/29 13:00,32.36,405.4
2020/6/29 13:10,32.49,404.2
2020/6/29 13:20,32.51,405.8
2020/6/29 13:30,32.39,406
2020/6/29 13:40,32.11,404.9
2020/6/29 13:50,31.77,403.8
2020/6/29 14:00,31.58,404.6
2020/6/29 14:10,31.57,405.3
2020/6/29 14:20,31.6,405
2020/6/29 14:30,31.67,404.8
2020/6/29 14:40,31.75,405
2020/6/29 14:50,31.85,404.9
2020/6/29 15:00,31.98,405.2
2020/6/29 15:10,32.11,404.8
2020/6/29 15:20,32.22,405
2020/6/29 15:30,32.27,404.9
2020/6/29 15:40,32.19,404.4
2020/6/29 15:50,32.1,403.7
2020/6/29 16:00,32.04,403.8
2020/6/29 16:10,32.01,403.5
2020/6/29 16:20,32.09,404.1
2020/6/29 16:30,32.26,404.1
2020/6/29 16:40,32.46,404.5
2020/6/29 16:50,32.6,404.6
2020/6/29 17:00,32.69,404.4
2020/6/29 17:10,32.74,404.3
2020/6/29 17:20,32.79,404.1
2020/6/29 17:30,32.9,404
2020/6/29 17:40,33.05,404.1
2020/6/29 17:50,33.2,403.9
2020/6/29 18:00,33.36,403.6
2020/6/29 18:10,33.5,403.7
2020/6/29 18:20,33.55,403.6
2020/6/29 18:30,33.55,403.8
2020/6/29 18:40,33.48,403.6
2020/6/29 18:50,33.39,404
2020/6/29 19:00,33.3,404.3
2020/6/29 19:10,33.08,404.7
2020/6/29 19:20,32.73,405.5
2020/6/29 19:30,32.3,405.5
2020/6/29 19:40,31.87,405.5
2020/6/29 19:50,31.44,405.5
2020/6/29 20:00,31.03,405.8
2020/6/29 20:10,30.65,406.9
2020/6/29 20:20,30.28,407
2020/6/29 20:30,29.92,409.5
2020/6/29 20:40,29.53,411
2020/6/29 20:50,29.13,412.9
2020/6/29 21:00,28.7,412.4
2020/6/29 21:10,28.28,413.7
2020/6/29 21:20,27.85,415.9
2020/6/29 21:30,27.43,416.3
2020/6/29 21:40,27.01,417.7
2020/6/29 21:50,26.63,418.5
2020/6/29 22:00,26.29,418
2020/6/29 22:10,25.99,417.9
2020/6/29 22:20,25.72,417.1
2020/6/29 22:30,25.5,419.3
2020/6/29 22:40,25.33,422.9
2020/6/29 22:50,25.18,425.8
2020/6/29 23:00,25.04,427.2
2020/6/29 23:10,24.9,427.2
2020/6/29 23:20,24.75,428.8
2020/6/29 23:30,24.59,428.7
2020/6/29 23:40,24.43,427.7
2020/6/29 23:50,24.29,428.1
2020/6/30 0:00,24.16,426.8
2020/6/30 0:10,24.04,426.8
2020/6/30 0:20,23.94,423.8
2020/6/30 0:30,23.87,424.5
2020/6/30 0:40,23.82,424.3
2020/6/30 0:50,23.79,424
2020/6/30 1:00,23.79,421.9
2020/6/30 1:10,23.77,421.7
2020/6/30 1:20,23.76,421.5
2020/6/30 1:30,23.71,421.2
2020/6/30 1:40,23.66,421
2020/6/30 1:50,23.59,420.6
2020/6/30 2:00,23.54,420.3
2020/6/30 2:10,23.5,420.7
2020/6/30 2:20,23.48,421.3
2020/6/30 2:30,23.46,421.1
2020/6/30 2:40,23.43,421.9
2020/6/30 2:50,23.39,422.7
2020/6/30 3:00,23.32,424
2020/6/30 3:10,23.22,425.7
2020/6/30 3:20,23.11,426.7
2020/6/30 3:30,22.99,427.4
2020/6/30 3:40,22.86,427.2
2020/6/30 3:50,22.74,428.2
2020/6/30 4:00,22.63,428.2
2020/6/30 4:10,22.53,429.1
2020/6/30 4:20,22.42,429.2
2020/6/30 4:30,22.3,427.5
2020/6/30 4:40,22.19,426.7
2020/6/30 4:50,22.07,425.8
2020/6/30 5:00,21.98,425.7
2020/6/30 5:10,21.96,425.1
2020/6/30 5:20,22.05,423.4
2020/6/30 5:30,22.26,421.3
2020/6/30 5:40,22.48,419.9
2020/6/30 5:50,22.7,418
2020/6/30 6:00,22.92,416
2020/6/30 6:10,23.15,414.7
2020/6/30 6:20,23.37,414.1
2020/6/30 6:30,23.62,413.6
2020/6/30 6:40,23.87,416.5
2020/6/30 6:50,24.13,412.2
2020/6/30 7:00,24.49,410.7
2020/6/30 7:10,24.83,410
2020/6/30 7:20,25.25,409.4
2020/6/30 7:30,25.72,408.5
2020/6/30 7:40,26.18,407.9
2020/6/30 7:50,26.67,407.3
2020/6/30 8:00,27.17,406.6
2020/6/30 8:10,27.65,405.8
2020/6/30 8:20,28.12,405.4
2020/6/30 8:30,28.52,405.2
2020/6/30 8:40,28.83,404.4
2020/6/30 8:50,29.1,404.1
2020/6/30 9:00,29.39,404.1
2020/6/30 9:10,29.69,404.3
2020/6/30 9:20,29.94,404.4
2020/6/30 9:30,30.13,404.5
2020/6/30 9:40,30.3,404.6
2020/6/30 9:50,30.48,405.1
2020/6/30 10:00,30.5,404.5
2020/6/30 10:10,30.5,404.2
2020/6/30 10:20,30.61,404.1
2020/6/30 10:30,30.75,404
2020/6/30 10:40,30.87,404.2
2020/6/30 10:50,30.96,404.2
2020/6/30 11:00,31.03,404.2
2020/6/30 11:10,31.12,404
2020/6/30 11:20,31.16,403.7
2020/6/30 11:30,31.21,403.2
2020/6/30 11:40,31.3,403.3
2020/6/30 11:50,31.38,403
2020/6/30 12:00,31.38,402.5
2020/6/30 12:10,31.4,403
2020/6/30 12:20,31.46,403.2
2020/6/30 12:30,31.54,402.9
2020/6/30 12:40,31.61,403.5
2020/6/30 12:50,31.67,403.3
2020/6/30 13:00,31.78,403.3
2020/6/30 13:10,31.93,403.4
2020/6/30 13:20,32.08,404
2020/6/30 13:30,32.12,403.5
2020/6/30 13:40,32.16,403.6
2020/6/30 13:50,32.29,403.7
2020/6/30 14:00,32.48,403.1
2020/6/30 14:10,32.74,403.3
2020/6/30 14:20,32.95,403.1
2020/6/30 14:30,33.04,403.1
2020/6/30 14:40,32.95,403.3
2020/6/30 14:50,32.76,402.7
2020/6/30 15:00,32.6,402.5
2020/6/30 15:10,32.51,402.8
2020/6/30 15:20,32.47,403.6
2020/6/30 15:30,32.3,403.7
2020/6/30 15:40,32.09,403.3
2020/6/30 15:50,31.98,402.9
2020/6/30 16:00,32,403.9
2020/6/30 16:10,31.99,403.2
2020/6/30 16:20,32.04,402.9
2020/6/30 16:30,32.24,402.8
2020/6/30 16:40,32.52,402.9
2020/6/30 16:50,32.8,403.1
2020/6/30 17:00,32.95,403.1
2020/6/30 17:10,32.92,403.4
2020/6/30 17:20,32.77,403.3
2020/6/30 17:30,32.64,403.5
2020/6/30 17:40,32.49,403.5
2020/6/30 17:50,32.27,403.5
2020/6/30 18:00,32.01,403.5
2020/6/30 18:10,31.75,403.4
2020/6/30 18:20,31.62,403.3
2020/6/30 18:30,31.62,403.2
2020/6/30 18:40,31.59,403.3
2020/6/30 18:50,31.45,403.5
2020/6/30 19:00,31.25,403.5
2020/6/30 19:10,31,403.6
2020/6/30 19:20,30.7,403.7
2020/6/30 19:30,30.37,403.7
2020/6/30 19:40,30.07,403.7
2020/6/30 19:50,29.8,404.4
2020/6/30 20:00,29.55,404.8
2020/6/30 20:10,29.31,404.8
2020/6/30 20:20,29.05,405.3
2020/6/30 20:30,28.77,406.6
2020/6/30 20:40,28.49,406.9
2020/6/30 20:50,28.21,407.2
2020/6/30 21:00,27.92,408.3
2020/6/30 21:10,27.64,409.1
2020/6/30 21:20,27.36,409.2
2020/6/30 21:30,27.09,409.7
2020/6/30 21:40,26.84,409.4
2020/6/30 21:50,26.61,408.9
2020/6/30 22:00,26.42,409.2
2020/6/30 22:10,26.25,409.6
2020/6/30 22:20,26.11,410.7
2020/6/30 22:30,25.97,409.6
2020/6/30 22:40,25.82,409.8
2020/6/30 22:50,25.68,409.5
2020/6/30 23:00,25.56,410.5
2020/6/30 23:10,25.45,411.6
2020/6/30 23:20,25.38,412.8
2020/6/30 23:30,25.33,413.6
2020/6/30 23:40,25.26,413.9
2020/6/30 23:50,25.19,416.7
2020/7/1 0:00,25.13,419.4
2020/7/1 0:10,25.08,422.1
2020/7/1 0:20,25.03,422.9
2020/7/1 0:30,24.97,423.8
2020/7/1 0:40,24.9,424.6
2020/7/1 0:50,24.83,423.5
2020/7/1 1:00,24.77,425
2020/7/1 1:10,24.7,426.9
2020/7/1 1:20,24.62,425.5
2020/7/1 1:30,24.54,423.4
2020/7/1 1:40,24.48,423.5
2020/7/1 1:50,24.46,426.9
2020/7/1 2:00,24.46,428
2020/7/1 2:10,24.43,430.2
2020/7/1 2:20,24.39,428
2020/7/1 2:30,24.34,426.6
2020/7/1 2:40,24.3,425
2020/7/1 2:50,24.25,425.1
2020/7/1 3:00,24.18,425.3
2020/7/1 3:10,24.11,425
2020/7/1 3:20,24.07,424.4
2020/7/1 3:30,24.03,423.7
2020/7/1 3:40,24,421.2
2020/7/1 3:50,23.99,420.4
2020/7/1 4:00,24,422.4
2020/7/1 4:10,24,423
2020/7/1 4:20,24,425.9
2020/7/1 4:30,24.01,426.7
2020/7/1 4:40,24.04,428.4
2020/7/1 4:50,24.13,427
2020/7/1 5:00,24.24,428.8
2020/7/1 5:10,24.4,429.5
2020/7/1 5:20,24.61,429.2
2020/7/1 5:30,24.81,427.1
2020/7/1 5:40,25.03,426.7
2020/7/1 5:50,25.27,426.5
2020/7/1 6:00,25.58,424.8
2020/7/1 6:10,25.77,422.4
2020/7/1 6:20,25.87,420.8
2020/7/1 6:30,26.08,419.5
2020/7/1 6:40,26.45,418.4
2020/7/1 6:50,26.75,418.1
2020/7/1 7:00,26.96,417.9
2020/7/1 7:10,27.19,414.2
2020/7/1 7:20,27.47,410.4
2020/7/1 7:30,27.65,409.9
2020/7/1 7:40,27.8,409.6
2020/7/1 7:50,28.13,409.1
2020/7/1 8:00,28.6,408.9
2020/7/1 8:10,29.13,408.5
2020/7/1 8:20,29.61,408.1
2020/7/1 8:30,30,407.7
2020/7/1 8:40,30.33,407.5
2020/7/1 8:50,30.63,407.1
2020/7/1 9:00,30.95,407
2020/7/1 9:10,31.29,406.5
2020/7/1 9:20,31.6,406.5
2020/7/1 9:30,31.87,405.6
2020/7/1 9:40,32.18,405.1
2020/7/1 9:50,32.56,404.8
2020/7/1 10:00,32.87,404.5
2020/7/1 10:10,33.09,404.9
2020/7/1 10:20,33.29,405.2
2020/7/1 10:30,33.44,405.1
2020/7/1 10:40,33.48,405.1
2020/7/1 10:50,33.5,404.2
2020/7/1 11:00,33.59,403.6
2020/7/1 11:10,33.64,403
2020/7/1 11:20,33.54,402.7
2020/7/1 11:30,33.37,402.2
2020/7/1 11:40,33.3,402.6
2020/7/1 11:50,33.34,402.5
2020/7/1 12:00,33.46,402.6
2020/7/1 12:10,33.63,403.1
2020/7/1 12:20,33.81,403.3
2020/7/1 12:30,33.96,403.5
2020/7/1 12:40,34.14,403.7
2020/7/1 12:50,34.33,403.1
2020/7/1 13:00,34.55,403
2020/7/1 13:10,34.8,403
2020/7/1 13:20,35.09,403.6
2020/7/1 13:30,35.28,403.3
2020/7/1 13:40,35.42,403.4
2020/7/1 13:50,35.57,403.1
2020/7/1 14:00,35.72,402.4
2020/7/1 14:10,35.93,402.4
2020/7/1 14:20,36.21,401.7
2020/7/1 14:30,36.5,401.8
2020/7/1 14:40,36.73,402.8
2020/7/1 14:50,36.87,403.1
2020/7/1 15:00,37.04,402.6
2020/7/1 15:10,37.27,402.8
2020/7/1 15:20,37.45,403.6
2020/7/1 15:30,37.5,403.4
2020/7/1 15:40,37.54,403.1
2020/7/1 15:50,37.57,403
2020/7/1 16:00,37.59,402.8
2020/7/1 16:10,37.62,402.7
2020/7/1 16:20,37.63,403
2020/7/1 16:30,37.57,403.3
2020/7/1 16:40,37.61,403.3
2020/7/1 16:50,37.73,403.1
2020/7/1 17:00,37.78,403
2020/7/1 17:10,37.77,403.2
2020/7/1 17:20,37.68,403.2
2020/7/1 17:30,37.54,403.1
2020/7/1 17:40,37.42,403.7
2020/7/1 17:50,37.4,404.7
2020/7/1 18:00,37.46,405.5
2020/7/1 18:10,37.5,405.7
2020/7/1 18:20,37.56,406.1
2020/7/1 18:30,37.64,405.8
2020/7/1 18:40,37.57,406.3
2020/7/1 18:50,37.38,406.8
2020/7/1 19:00,37.12,406.6
2020/7/1 19:10,36.8,406.5
2020/7/1 19:20,36.42,406.7
2020/7/1 19:30,36.04,407.4
2020/7/1 19:40,35.71,408.2
2020/7/1 19:50,35.47,408
2020/7/1 20:00,35.29,408.5
2020/7/1 20:10,35.1,409.3
2020/7/1 20:20,34.92,410.3
2020/7/1 20:30,34.72,411.7
2020/7/1 20:40,34.49,410.9
2020/7/1 20:50,34.24,409.7
